"Story","Title","Result","Date","Stability","Duration (s)"
"Regression checklist spanish","(Spanish) Sitemap - All links in Sitemap point to the right page","SKIPPED","2018-04-24T10:27:34.634-04:00[America/New_York]","0.0","142.03"
"Regression checklist spanish","(Spanish) Homepage - Footer - All the links in ""Additional Links""","SKIPPED","2018-04-24T10:29:56.671-04:00[America/New_York]","0.0","46.62"
"Regression checklist spanish","(Spanish) Homepage - USA search feeds display results","SKIPPED","2018-04-24T10:30:43.295-04:00[America/New_York]","0.0","10.12"
